dataset,feature_nature,feature_category,feature_names,feature_importances,window_size,clf_name,clf_params,accuracy,f1,precision,recall
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_2', 'organizational_workload_std_2', 'organizational_workload_max_2', 'organizational_workload_min_2', 'organizational_workload_delta_2', 'organizational_socialinteraction_avg_2', 'organizational_socialinteraction_std_2', 'organizational_socialinteraction_max_2', 'organizational_socialinteraction_min_2', 'organizational_socialinteraction_delta_2', 'organizational_socialinteraction_var_2', 'individual_sleep_avg_2', 'individual_sleep_std_2', 'individual_sleep_max_2', 'individual_sleep_min_2', 'individual_sleep_delta_2', 'individual_sleep_var_2', 'ambient_temperature_avg_2', 'ambient_temperature_min_2', 'ambient_temperature_delta_2', 'ambient_precipitation_avg_2', 'ambient_precipitation_min_2', 'ambient_precipitation_delta_2', 'ambient_humidity_avg_2', 'ambient_humidity_std_2', 'ambient_humidity_max_2', 'ambient_humidity_min_2', 'ambient_humidity_delta_2', 'ambient_humidity_var_2', 'ambient_cloudcover_avg_2', 'ambient_cloudcover_std_2', 'ambient_cloudcover_max_2', 'ambient_cloudcover_min_2', 'ambient_cloudcover_delta_2', 'individual_prev_stress']","[0.01925542 0.02017393 0.01618487 0.00422409 0.01533037 0.01068417
 0.02583313 0.02764146 0.01536538 0.01539521 0.05811455 0.0170013
 0.01557388 0.03600229 0.01608314 0.04104969 0.01334843 0.0180665
 0.03096725 0.         0.01589136 0.02780937 0.01494692 0.01312107
 0.02219497 0.         0.02176416 0.         0.02725669 0.01857789
 0.         0.01694862 0.02017818 0.02285276 0.00224367 0.02678576
 0.02483856 0.         0.0277648  0.03365283 0.02256923 0.01850239
 0.01053684 0.19526882]",2,xGB,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.05}",0.7681818181818181,0.766710887168811,0.7693283647375964,0.7681818181818181
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_3', 'organizational_workload_std_3', 'organizational_workload_max_3', 'organizational_workload_min_3', 'organizational_workload_delta_3', 'organizational_socialinteraction_avg_3', 'organizational_socialinteraction_std_3', 'organizational_socialinteraction_max_3', 'organizational_socialinteraction_min_3', 'organizational_socialinteraction_delta_3', 'organizational_socialinteraction_var_3', 'individual_sleep_avg_3', 'individual_sleep_std_3', 'individual_sleep_max_3', 'individual_sleep_min_3', 'individual_sleep_delta_3', 'individual_sleep_var_3', 'ambient_temperature_avg_3', 'ambient_temperature_std_3', 'ambient_temperature_min_3', 'ambient_temperature_delta_3', 'ambient_precipitation_avg_3', 'ambient_precipitation_min_3', 'ambient_precipitation_delta_3', 'ambient_humidity_avg_3', 'ambient_humidity_std_3', 'ambient_humidity_max_3', 'ambient_humidity_min_3', 'ambient_humidity_delta_3', 'ambient_humidity_var_3', 'ambient_cloudcover_avg_3', 'ambient_cloudcover_std_3', 'ambient_cloudcover_min_3', 'ambient_cloudcover_delta_3', 'individual_stress_avg_3', 'individual_stress_std_3', 'individual_stress_max_3', 'individual_stress_min_3', 'individual_stress_delta_3', 'individual_prev_stress']","[0.01127425 0.00733944 0.01212164 0.00127693 0.00724799 0.0017427
 0.00497957 0.0666031  0.00758952 0.02666955 0.02300436 0.01310391
 0.0242285  0.01513876 0.01718764 0.0153348  0.0096376  0.00776883
 0.02012541 0.01717663 0.01801921 0.01165383 0.01147292 0.01023051
 0.01087049 0.01415773 0.00293394 0.00193577 0.         0.00096694
 0.00282893 0.         0.00356382 0.00816157 0.00535772 0.00638008
 0.00340897 0.00753548 0.00588732 0.01504396 0.02025871 0.00245764
 0.01110125 0.12927733 0.01206952 0.09391004 0.0981073  0.02109922
 0.16175867]",3,RF,"{'n_estimators': 140, 'max_depth': 5, 'criterion': 'gini'}",0.7731203007518797,0.7710298699630497,0.7804668873571672,0.7731203007518797
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_3', 'organizational_workload_std_3', 'organizational_workload_max_3', 'organizational_workload_min_3', 'organizational_workload_delta_3', 'organizational_socialinteraction_avg_3', 'organizational_socialinteraction_std_3', 'organizational_socialinteraction_max_3', 'organizational_socialinteraction_min_3', 'organizational_socialinteraction_delta_3', 'organizational_socialinteraction_var_3', 'individual_sleep_avg_3', 'individual_sleep_std_3', 'individual_sleep_max_3', 'individual_sleep_min_3', 'individual_sleep_delta_3', 'individual_sleep_var_3', 'ambient_temperature_avg_3', 'ambient_temperature_std_3', 'ambient_temperature_min_3', 'ambient_temperature_delta_3', 'ambient_precipitation_avg_3', 'ambient_precipitation_min_3', 'ambient_precipitation_delta_3', 'ambient_humidity_avg_3', 'ambient_humidity_std_3', 'ambient_humidity_max_3', 'ambient_humidity_min_3', 'ambient_humidity_delta_3', 'ambient_humidity_var_3', 'ambient_cloudcover_avg_3', 'ambient_cloudcover_std_3', 'ambient_cloudcover_min_3', 'ambient_cloudcover_delta_3', 'individual_stress_avg_3', 'individual_stress_std_3', 'individual_stress_max_3', 'individual_stress_min_3', 'individual_stress_delta_3', 'individual_prev_stress']","[0.00863548 0.01877679 0.01774741 0.01975645 0.01570992 0.00748857
 0.01135016 0.02790014 0.01730804 0.01707853 0.02633619 0.02939542
 0.01526662 0.01773902 0.01498331 0.02940358 0.01479802 0.02805095
 0.0214307  0.         0.02117979 0.02661567 0.01633049 0.02341661
 0.01681126 0.         0.00366133 0.         0.         0.
 0.02558023 0.         0.01642063 0.0220626  0.00986236 0.01180116
 0.00126972 0.02750761 0.         0.01900973 0.03862181 0.
 0.02219976 0.01511894 0.0255803  0.07484931 0.01110626 0.01613356
 0.19570558]",3,xGB,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.05}",0.7729323308270677,0.7685144139226666,0.7775445221226513,0.7729323308270677
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_4', 'organizational_workload_std_4', 'organizational_workload_max_4', 'organizational_workload_min_4', 'organizational_workload_delta_4', 'organizational_socialinteraction_avg_4', 'organizational_socialinteraction_std_4', 'organizational_socialinteraction_max_4', 'organizational_socialinteraction_min_4', 'organizational_socialinteraction_delta_4', 'organizational_socialinteraction_var_4', 'individual_sleep_avg_4', 'individual_sleep_std_4', 'individual_sleep_max_4', 'individual_sleep_min_4', 'individual_sleep_delta_4', 'individual_sleep_var_4', 'ambient_temperature_avg_4', 'ambient_temperature_min_4', 'ambient_precipitation_avg_4', 'ambient_precipitation_min_4', 'ambient_precipitation_delta_4', 'ambient_humidity_avg_4', 'ambient_humidity_std_4', 'ambient_humidity_max_4', 'ambient_humidity_min_4', 'ambient_humidity_delta_4', 'ambient_cloudcover_avg_4', 'ambient_cloudcover_std_4', 'ambient_cloudcover_min_4', 'ambient_cloudcover_delta_4', 'individual_stress_avg_4', 'individual_stress_std_4', 'individual_stress_max_4', 'individual_stress_min_4', 'individual_stress_delta_4', 'individual_prev_stress']","[0.01731962 0.00977137 0.01467054 0.00529163 0.01278547 0.00131875
 0.00778525 0.05954214 0.01217905 0.02934472 0.03425621 0.01688437
 0.0196437  0.018801   0.02990691 0.02620009 0.0215817  0.01808017
 0.0243108  0.03221651 0.02281734 0.01895818 0.01031796 0.0113131
 0.0125545  0.02302238 0.00545484 0.         0.00419396 0.
 0.00320814 0.0133495  0.00669108 0.00805334 0.00474689 0.01984788
 0.0188639  0.02514097 0.00330753 0.01328983 0.08339416 0.01645577
 0.05400949 0.06240404 0.02659262 0.12012261]",4,RF,"{'n_estimators': 180, 'max_depth': 7, 'criterion': 'entropy'}",0.784313725490196,0.7828689609123346,0.7847755605889469,0.784313725490196
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_4', 'organizational_workload_std_4', 'organizational_workload_max_4', 'organizational_workload_min_4', 'organizational_workload_delta_4', 'organizational_socialinteraction_avg_4', 'organizational_socialinteraction_std_4', 'organizational_socialinteraction_max_4', 'organizational_socialinteraction_min_4', 'organizational_socialinteraction_delta_4', 'organizational_socialinteraction_var_4', 'individual_sleep_avg_4', 'individual_sleep_std_4', 'individual_sleep_max_4', 'individual_sleep_min_4', 'individual_sleep_delta_4', 'individual_sleep_var_4', 'ambient_temperature_avg_4', 'ambient_temperature_min_4', 'ambient_precipitation_avg_4', 'ambient_precipitation_min_4', 'ambient_precipitation_delta_4', 'ambient_humidity_avg_4', 'ambient_humidity_std_4', 'ambient_humidity_max_4', 'ambient_humidity_min_4', 'ambient_humidity_delta_4', 'ambient_cloudcover_avg_4', 'ambient_cloudcover_std_4', 'ambient_cloudcover_min_4', 'ambient_cloudcover_delta_4', 'individual_stress_avg_4', 'individual_stress_std_4', 'individual_stress_max_4', 'individual_stress_min_4', 'individual_stress_delta_4', 'individual_prev_stress']","[0.02135788 0.01547369 0.0159773  0.01205442 0.01519514 0.03455945
 0.00613322 0.03258084 0.03309286 0.01537734 0.02125136 0.01312946
 0.00993463 0.01757889 0.01509175 0.0335042  0.00650723 0.01782043
 0.02518562 0.         0.01264628 0.02764353 0.01565809 0.04482927
 0.02119907 0.         0.01221156 0.         0.00732989 0.
 0.         0.02480767 0.00882275 0.02070375 0.00201675 0.01299671
 0.02368494 0.04251764 0.         0.03217128 0.0204002  0.01023662
 0.00788388 0.00822749 0.01293136 0.26927558]",4,xGB,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1}",0.7764705882352941,0.7743045065726484,0.7778119141219827,0.7764705882352941
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_5', 'organizational_workload_std_5', 'organizational_workload_max_5', 'organizational_workload_min_5', 'organizational_workload_delta_5', 'organizational_socialinteraction_avg_5', 'organizational_socialinteraction_std_5', 'organizational_socialinteraction_max_5', 'organizational_socialinteraction_min_5', 'organizational_socialinteraction_delta_5', 'individual_sleep_avg_5', 'individual_sleep_std_5', 'individual_sleep_max_5', 'individual_sleep_min_5', 'individual_sleep_delta_5', 'individual_sleep_var_5', 'ambient_temperature_avg_5', 'ambient_temperature_min_5', 'ambient_precipitation_avg_5', 'ambient_precipitation_min_5', 'ambient_precipitation_delta_5', 'ambient_humidity_avg_5', 'ambient_humidity_std_5', 'ambient_humidity_max_5', 'ambient_humidity_min_5', 'ambient_humidity_delta_5', 'ambient_cloudcover_avg_5', 'ambient_cloudcover_std_5', 'ambient_cloudcover_min_5', 'ambient_cloudcover_delta_5', 'individual_stress_avg_5', 'individual_stress_std_5', 'individual_stress_max_5', 'individual_stress_min_5', 'individual_stress_delta_5', 'individual_prev_stress']","[0.01468731 0.00994437 0.01148539 0.00376065 0.01123647 0.00079496
 0.00449511 0.08192454 0.01504308 0.03416013 0.03166639 0.01775732
 0.02386647 0.01782328 0.02964648 0.02585721 0.01622762 0.01237227
 0.01311821 0.01544285 0.0234855  0.00865166 0.01004138 0.01210573
 0.01639352 0.0039634  0.         0.00590996 0.         0.00493169
 0.02817158 0.01484567 0.00670023 0.00603983 0.0096489  0.02175665
 0.02179429 0.         0.02250925 0.07999412 0.02155642 0.04025644
 0.05205678 0.0406456  0.15723129]",5,RF,"{'n_estimators': 140, 'max_depth': 5, 'criterion': 'entropy'}",0.7692244897959183,0.7625880505358881,0.7831949522950896,0.7692244897959183
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_5', 'organizational_workload_std_5', 'organizational_workload_max_5', 'organizational_workload_min_5', 'organizational_workload_delta_5', 'organizational_socialinteraction_avg_5', 'organizational_socialinteraction_std_5', 'organizational_socialinteraction_max_5', 'organizational_socialinteraction_min_5', 'organizational_socialinteraction_delta_5', 'individual_sleep_avg_5', 'individual_sleep_std_5', 'individual_sleep_max_5', 'individual_sleep_min_5', 'individual_sleep_delta_5', 'individual_sleep_var_5', 'ambient_temperature_avg_5', 'ambient_temperature_min_5', 'ambient_precipitation_avg_5', 'ambient_precipitation_min_5', 'ambient_precipitation_delta_5', 'ambient_humidity_avg_5', 'ambient_humidity_std_5', 'ambient_humidity_max_5', 'ambient_humidity_min_5', 'ambient_humidity_delta_5', 'ambient_cloudcover_avg_5', 'ambient_cloudcover_std_5', 'ambient_cloudcover_min_5', 'ambient_cloudcover_delta_5', 'individual_stress_avg_5', 'individual_stress_std_5', 'individual_stress_max_5', 'individual_stress_min_5', 'individual_stress_delta_5', 'individual_prev_stress']","[0.00677215 0.01572762 0.         0.         0.01899839 0.05133141
 0.01094876 0.04358476 0.01501025 0.02587004 0.06386141 0.02038833
 0.         0.01427733 0.02112431 0.03425192 0.         0.
 0.01403529 0.02978337 0.02136337 0.         0.         0.02015715
 0.         0.         0.         0.         0.         0.01021811
 0.0326579  0.         0.         0.         0.         0.04338105
 0.07384837 0.         0.03573996 0.         0.02800317 0.
 0.         0.         0.34866554]",5,xGB,"{'n_estimators': 60, 'max_depth': 3, 'learning_rate': 0.01}",0.7573061224489797,0.754686140675535,0.7690411496713254,0.7573061224489797
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_6', 'organizational_workload_std_6', 'organizational_workload_max_6', 'organizational_workload_min_6', 'organizational_workload_delta_6', 'organizational_socialinteraction_avg_6', 'organizational_socialinteraction_std_6', 'organizational_socialinteraction_max_6', 'organizational_socialinteraction_min_6', 'organizational_socialinteraction_delta_6', 'individual_sleep_avg_6', 'individual_sleep_std_6', 'individual_sleep_max_6', 'individual_sleep_min_6', 'individual_sleep_delta_6', 'individual_sleep_var_6', 'ambient_temperature_avg_6', 'ambient_temperature_min_6', 'ambient_precipitation_avg_6', 'ambient_precipitation_min_6', 'ambient_precipitation_delta_6', 'ambient_humidity_avg_6', 'ambient_humidity_std_6', 'ambient_humidity_max_6', 'ambient_humidity_min_6', 'ambient_humidity_delta_6', 'ambient_cloudcover_avg_6', 'ambient_cloudcover_std_6', 'ambient_cloudcover_max_6', 'ambient_cloudcover_min_6', 'ambient_cloudcover_delta_6', 'individual_stress_avg_6', 'individual_stress_std_6', 'individual_stress_max_6', 'individual_stress_min_6', 'individual_stress_delta_6', 'individual_prev_stress']","[0.01457436 0.00630278 0.01590928 0.00328086 0.00666273 0.00061943
 0.00736796 0.08362608 0.01070517 0.03006596 0.04116351 0.01064259
 0.02692566 0.02433301 0.03766009 0.03159931 0.02127933 0.01749549
 0.01473577 0.01866343 0.01669229 0.01016745 0.0108458  0.0149576
 0.01831175 0.00228962 0.         0.00482361 0.         0.00173172
 0.02089544 0.02242536 0.01175529 0.00788342 0.00972083 0.0128144
 0.0118118  0.00708127 0.         0.02088164 0.05465307 0.03582029
 0.04598315 0.03580395 0.05404228 0.14499515]",6,RF,"{'n_estimators': 140, 'max_depth': 5, 'criterion': 'entropy'}",0.7669133192389006,0.762414894539581,0.7825901588428016,0.7669133192389006
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_6', 'organizational_workload_std_6', 'organizational_workload_max_6', 'organizational_workload_min_6', 'organizational_workload_delta_6', 'organizational_socialinteraction_avg_6', 'organizational_socialinteraction_std_6', 'organizational_socialinteraction_max_6', 'organizational_socialinteraction_min_6', 'organizational_socialinteraction_delta_6', 'individual_sleep_avg_6', 'individual_sleep_std_6', 'individual_sleep_max_6', 'individual_sleep_min_6', 'individual_sleep_delta_6', 'individual_sleep_var_6', 'ambient_temperature_avg_6', 'ambient_temperature_min_6', 'ambient_precipitation_avg_6', 'ambient_precipitation_min_6', 'ambient_precipitation_delta_6', 'ambient_humidity_avg_6', 'ambient_humidity_std_6', 'ambient_humidity_max_6', 'ambient_humidity_min_6', 'ambient_humidity_delta_6', 'ambient_cloudcover_avg_6', 'ambient_cloudcover_std_6', 'ambient_cloudcover_max_6', 'ambient_cloudcover_min_6', 'ambient_cloudcover_delta_6', 'individual_stress_avg_6', 'individual_stress_std_6', 'individual_stress_max_6', 'individual_stress_min_6', 'individual_stress_delta_6', 'individual_prev_stress']","[0.03846573 0.         0.03913386 0.         0.         0.01846497
 0.0045454  0.04331933 0.02134439 0.         0.022802   0.
 0.         0.02775477 0.02640754 0.03585171 0.         0.
 0.00614356 0.04749332 0.02467605 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06437011 0.03052787 0.         0.         0.         0.04168556
 0.         0.         0.         0.07446538 0.00473616 0.
 0.11682318 0.         0.         0.31098914]",6,xGB,"{'n_estimators': 60, 'max_depth': 3, 'learning_rate': 0.01}",0.7532769556025369,0.7503624902033359,0.7623457827322395,0.7532769556025369
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_7', 'organizational_workload_std_7', 'organizational_workload_max_7', 'organizational_workload_min_7', 'organizational_workload_delta_7', 'organizational_socialinteraction_avg_7', 'organizational_socialinteraction_std_7', 'organizational_socialinteraction_max_7', 'organizational_socialinteraction_min_7', 'organizational_socialinteraction_delta_7', 'individual_sleep_avg_7', 'individual_sleep_std_7', 'individual_sleep_max_7', 'individual_sleep_min_7', 'individual_sleep_delta_7', 'individual_sleep_var_7', 'ambient_temperature_avg_7', 'ambient_temperature_min_7', 'ambient_precipitation_avg_7', 'ambient_precipitation_min_7', 'ambient_precipitation_delta_7', 'ambient_humidity_avg_7', 'ambient_humidity_std_7', 'ambient_humidity_max_7', 'ambient_humidity_min_7', 'ambient_humidity_delta_7', 'ambient_cloudcover_avg_7', 'ambient_cloudcover_std_7', 'ambient_cloudcover_max_7', 'ambient_cloudcover_min_7', 'ambient_cloudcover_delta_7', 'individual_stress_avg_7', 'individual_stress_std_7', 'individual_stress_max_7', 'individual_stress_min_7', 'individual_stress_delta_7', 'individual_prev_stress']","[0.01920819 0.00999747 0.01491177 0.00229737 0.00783676 0.00135
 0.01054471 0.08138749 0.01313743 0.04225945 0.03850122 0.01627337
 0.01967293 0.02531782 0.0324538  0.03213773 0.01230301 0.01095719
 0.02548709 0.02426517 0.0268626  0.01369325 0.01234254 0.01871058
 0.02858501 0.00310655 0.         0.00437406 0.         0.0033523
 0.02174377 0.01838911 0.00529633 0.00819741 0.01475134 0.01584802
 0.01626048 0.00091365 0.         0.0149182  0.0564232  0.03591233
 0.03463142 0.0326856  0.05514759 0.11755471]",7,RF,"{'n_estimators': 180, 'max_depth': 7, 'criterion': 'entropy'}",0.7593023255813953,0.7532876982131395,0.7756331998186475,0.7593023255813953
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_7', 'organizational_workload_std_7', 'organizational_workload_max_7', 'organizational_workload_min_7', 'organizational_workload_delta_7', 'organizational_socialinteraction_avg_7', 'organizational_socialinteraction_std_7', 'organizational_socialinteraction_max_7', 'organizational_socialinteraction_min_7', 'organizational_socialinteraction_delta_7', 'individual_sleep_avg_7', 'individual_sleep_std_7', 'individual_sleep_max_7', 'individual_sleep_min_7', 'individual_sleep_delta_7', 'individual_sleep_var_7', 'ambient_temperature_avg_7', 'ambient_temperature_min_7', 'ambient_precipitation_avg_7', 'ambient_precipitation_min_7', 'ambient_precipitation_delta_7', 'ambient_humidity_avg_7', 'ambient_humidity_std_7', 'ambient_humidity_max_7', 'ambient_humidity_min_7', 'ambient_humidity_delta_7', 'ambient_cloudcover_avg_7', 'ambient_cloudcover_std_7', 'ambient_cloudcover_max_7', 'ambient_cloudcover_min_7', 'ambient_cloudcover_delta_7', 'individual_stress_avg_7', 'individual_stress_std_7', 'individual_stress_max_7', 'individual_stress_min_7', 'individual_stress_delta_7', 'individual_prev_stress']","[0.02491141 0.02082676 0.         0.0160829  0.00791599 0.014464
 0.01599573 0.04129548 0.0147664  0.01536043 0.02755813 0.02019564
 0.01213025 0.01362947 0.01631567 0.01975245 0.01197655 0.
 0.02136888 0.03414969 0.02389072 0.04899665 0.04943995 0.01796023
 0.         0.         0.         0.         0.         0.
 0.01341148 0.00650331 0.         0.00671882 0.02598396 0.0444896
 0.         0.         0.         0.02762808 0.02295092 0.05038448
 0.00302008 0.         0.00723483 0.3026911 ]",7,xGB,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.01}",0.7412262156448203,0.7411049022917543,0.759179177187266,0.7412262156448203
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_8', 'organizational_workload_std_8', 'organizational_workload_max_8', 'organizational_workload_min_8', 'organizational_workload_delta_8', 'organizational_socialinteraction_avg_8', 'organizational_socialinteraction_std_8', 'organizational_socialinteraction_max_8', 'organizational_socialinteraction_min_8', 'organizational_socialinteraction_delta_8', 'individual_sleep_avg_8', 'individual_sleep_std_8', 'individual_sleep_max_8', 'individual_sleep_min_8', 'individual_sleep_delta_8', 'individual_sleep_var_8', 'ambient_temperature_avg_8', 'ambient_temperature_min_8', 'ambient_precipitation_avg_8', 'ambient_precipitation_min_8', 'ambient_humidity_avg_8', 'ambient_humidity_std_8', 'ambient_humidity_min_8', 'ambient_humidity_delta_8', 'ambient_cloudcover_avg_8', 'ambient_cloudcover_std_8', 'ambient_cloudcover_max_8', 'ambient_cloudcover_min_8', 'ambient_cloudcover_delta_8', 'individual_stress_avg_8', 'individual_stress_std_8', 'individual_stress_max_8', 'individual_stress_min_8', 'individual_stress_delta_8', 'individual_prev_stress']","[0.02584206 0.01162143 0.01312    0.00330036 0.00589226 0.00234993
 0.00743077 0.07714921 0.01383989 0.04711655 0.05256009 0.01173948
 0.02996905 0.02643109 0.03452681 0.03725486 0.00928016 0.01272923
 0.02793757 0.02317667 0.03566189 0.01515344 0.01155031 0.01440077
 0.03715164 0.0046383  0.         0.003451   0.         0.0214934
 0.01339333 0.00637297 0.01259973 0.01753763 0.01131969 0.
 0.         0.01339401 0.05203397 0.03603886 0.02155884 0.02310228
 0.05415073 0.12172976]",8,RF,"{'n_estimators': 180, 'max_depth': 7, 'criterion': 'entropy'}",0.7435897435897436,0.7340644549570856,0.7505002195285596,0.7435897435897436
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_8', 'organizational_workload_std_8', 'organizational_workload_max_8', 'organizational_workload_min_8', 'organizational_workload_delta_8', 'organizational_socialinteraction_avg_8', 'organizational_socialinteraction_std_8', 'organizational_socialinteraction_max_8', 'organizational_socialinteraction_min_8', 'organizational_socialinteraction_delta_8', 'individual_sleep_avg_8', 'individual_sleep_std_8', 'individual_sleep_max_8', 'individual_sleep_min_8', 'individual_sleep_delta_8', 'individual_sleep_var_8', 'ambient_temperature_avg_8', 'ambient_temperature_min_8', 'ambient_precipitation_avg_8', 'ambient_precipitation_min_8', 'ambient_humidity_avg_8', 'ambient_humidity_std_8', 'ambient_humidity_min_8', 'ambient_humidity_delta_8', 'ambient_cloudcover_avg_8', 'ambient_cloudcover_std_8', 'ambient_cloudcover_max_8', 'ambient_cloudcover_min_8', 'ambient_cloudcover_delta_8', 'individual_stress_avg_8', 'individual_stress_std_8', 'individual_stress_max_8', 'individual_stress_min_8', 'individual_stress_delta_8', 'individual_prev_stress']","[0.01257872 0.00888604 0.         0.         0.         0.
 0.01305154 0.05954379 0.01214756 0.02129685 0.02057527 0.
 0.         0.02153979 0.02359912 0.03139503 0.         0.
 0.0385718  0.03003828 0.02887067 0.04608469 0.00386619 0.
 0.         0.         0.         0.         0.         0.07977363
 0.01877787 0.00964908 0.02797702 0.         0.00935236 0.
 0.         0.01659715 0.07235318 0.02212308 0.         0.06265853
 0.         0.30869278]",8,xGB,"{'n_estimators': 60, 'max_depth': 3, 'learning_rate': 0.01}",0.7435897435897435,0.7363990915374392,0.7504289589464632,0.7435897435897435
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_9', 'organizational_workload_std_9', 'organizational_workload_max_9', 'organizational_workload_min_9', 'organizational_workload_delta_9', 'organizational_socialinteraction_avg_9', 'organizational_socialinteraction_std_9', 'organizational_socialinteraction_max_9', 'organizational_socialinteraction_min_9', 'organizational_socialinteraction_delta_9', 'individual_sleep_avg_9', 'individual_sleep_std_9', 'individual_sleep_max_9', 'individual_sleep_min_9', 'individual_sleep_delta_9', 'individual_sleep_var_9', 'ambient_temperature_avg_9', 'ambient_temperature_min_9', 'ambient_precipitation_avg_9', 'ambient_precipitation_min_9', 'ambient_humidity_avg_9', 'ambient_humidity_std_9', 'ambient_humidity_min_9', 'ambient_humidity_delta_9', 'ambient_cloudcover_avg_9', 'ambient_cloudcover_std_9', 'ambient_cloudcover_max_9', 'ambient_cloudcover_min_9', 'ambient_cloudcover_delta_9', 'individual_stress_avg_9', 'individual_stress_std_9', 'individual_stress_max_9', 'individual_stress_min_9', 'individual_stress_delta_9', 'individual_prev_stress']","[0.03361758 0.01289876 0.02105258 0.00190091 0.00890218 0.00267214
 0.0102418  0.0743869  0.01299403 0.04406994 0.04190647 0.01283095
 0.02727089 0.0352152  0.03303703 0.03398017 0.00771067 0.01498547
 0.03064249 0.02823931 0.03998083 0.0152209  0.01212129 0.01692032
 0.04175861 0.00387618 0.         0.00786492 0.         0.0174673
 0.01422018 0.00234561 0.01739786 0.01343499 0.01038697 0.
 0.         0.0093539  0.04919954 0.03150562 0.01335145 0.02170851
 0.04894368 0.12438589]",9,RF,"{'n_estimators': 180, 'max_depth': 7, 'criterion': 'entropy'}",0.7934615384615384,0.7886477676590677,0.7994072353085511,0.7934615384615384
