dataset,feature_nature,feature_category,feature_names,feature_importances,window_size,clf_name,clf_params,accuracy,f1,precision,recall
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_6', 'organizational_workload_std_6', 'organizational_workload_max_6', 'organizational_workload_min_6', 'organizational_workload_delta_6', 'organizational_workload_var_6', 'organizational_control_avg_6', 'organizational_control_std_6', 'organizational_control_max_6', 'organizational_control_min_6', 'organizational_control_delta_6', 'organizational_control_var_6', 'organizational_socialinteraction_avg_6', 'organizational_socialinteraction_std_6', 'organizational_socialinteraction_min_6', 'organizational_socialinteraction_delta_6', 'organizational_socialinteraction_var_6', 'individual_sleep_avg_6', 'individual_sleep_std_6', 'individual_sleep_max_6', 'individual_sleep_min_6', 'individual_sleep_delta_6', 'individual_sleep_var_6', 'ambient_temperature_avg_6', 'ambient_temperature_std_6', 'ambient_temperature_max_6', 'ambient_temperature_min_6', 'ambient_temperature_delta_6', 'ambient_precipitation_avg_6', 'ambient_precipitation_min_6', 'ambient_precipitation_delta_6', 'ambient_precipitation_var_6', 'ambient_humidity_avg_6', 'ambient_humidity_std_6', 'ambient_humidity_max_6', 'ambient_humidity_min_6', 'ambient_humidity_delta_6', 'ambient_cloudcover_avg_6', 'ambient_cloudcover_std_6', 'ambient_cloudcover_max_6', 'ambient_cloudcover_min_6', 'ambient_cloudcover_delta_6', 'individual_stress_avg_6', 'individual_stress_std_6', 'individual_stress_max_6', 'individual_stress_min_6', 'individual_stress_delta_6', 'individual_stress_var_6', 'individual_prev_stress']","[0.00869682 0.04601925 0.03858549 0.00707544 0.01163747 0.00022117
 0.0067661  0.00496555 0.11139587 0.00999958 0.02813063 0.01689489
 0.01164498 0.01353898 0.02058449 0.01876487 0.01978976 0.01526328
 0.0080177  0.01031584 0.01841406 0.01660581 0.00935899 0.01058423
 0.00036774 0.00739696 0.00999355 0.0175442  0.00980118 0.01018596
 0.00854053 0.0092097  0.01126092 0.01551202 0.01447189 0.00499373
 0.00935941 0.01130107 0.00152517 0.         0.00049062 0.00140593
 0.01674447 0.01749069 0.00989774 0.01270185 0.01391147 0.01825444
 0.01586177 0.01149888 0.00494522 0.01202554 0.08896827 0.0202899
 0.03200053 0.02288326 0.01053752 0.02107041 0.06428622]",6,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7477599771717418,0.7391663876785396,0.7383704123219923,0.7477599771717418
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_6', 'organizational_workload_std_6', 'organizational_workload_max_6', 'organizational_workload_min_6', 'organizational_workload_delta_6', 'organizational_workload_var_6', 'organizational_control_avg_6', 'organizational_control_std_6', 'organizational_control_max_6', 'organizational_control_min_6', 'organizational_control_delta_6', 'organizational_control_var_6', 'organizational_socialinteraction_avg_6', 'organizational_socialinteraction_std_6', 'organizational_socialinteraction_min_6', 'organizational_socialinteraction_delta_6', 'organizational_socialinteraction_var_6', 'individual_sleep_avg_6', 'individual_sleep_std_6', 'individual_sleep_max_6', 'individual_sleep_min_6', 'individual_sleep_delta_6', 'individual_sleep_var_6', 'ambient_temperature_avg_6', 'ambient_temperature_std_6', 'ambient_temperature_max_6', 'ambient_temperature_min_6', 'ambient_temperature_delta_6', 'ambient_precipitation_avg_6', 'ambient_precipitation_min_6', 'ambient_precipitation_delta_6', 'ambient_precipitation_var_6', 'ambient_humidity_avg_6', 'ambient_humidity_std_6', 'ambient_humidity_max_6', 'ambient_humidity_min_6', 'ambient_humidity_delta_6', 'ambient_cloudcover_avg_6', 'ambient_cloudcover_std_6', 'ambient_cloudcover_max_6', 'ambient_cloudcover_min_6', 'ambient_cloudcover_delta_6', 'individual_stress_avg_6', 'individual_stress_std_6', 'individual_stress_max_6', 'individual_stress_min_6', 'individual_stress_delta_6', 'individual_stress_var_6', 'individual_prev_stress']","[0.01268883 0.03895548 0.02947089 0.0114402  0.0157674  0.
 0.01190316 0.01161099 0.16225259 0.01453212 0.01712825 0.0171806
 0.02171524 0.01218607 0.01765848 0.         0.0192831  0.01346889
 0.01660545 0.00816729 0.02120279 0.         0.00992819 0.01216293
 0.         0.01141611 0.         0.01530038 0.02036326 0.02140804
 0.01018874 0.01098709 0.         0.01344995 0.01224689 0.01648313
 0.01069626 0.0140672  0.0111734  0.         0.         0.
 0.01293477 0.01428961 0.01767067 0.01190339 0.01076441 0.01333052
 0.0211482  0.02515191 0.00946958 0.01161173 0.06197475 0.02073562
 0.0226655  0.01720325 0.01179534 0.         0.0542614 ]",6,xGB,"{'n_estimators': 140, 'max_depth': 6, 'learning_rate': 0.05}",0.7567649097060862,0.75243366604198,0.7508099257168214,0.7567649097060862
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_7', 'organizational_workload_std_7', 'organizational_workload_max_7', 'organizational_workload_min_7', 'organizational_workload_delta_7', 'organizational_control_avg_7', 'organizational_control_std_7', 'organizational_control_max_7', 'organizational_control_min_7', 'organizational_control_delta_7', 'organizational_control_var_7', 'organizational_socialinteraction_avg_7', 'organizational_socialinteraction_std_7', 'organizational_socialinteraction_min_7', 'organizational_socialinteraction_delta_7', 'individual_sleep_avg_7', 'individual_sleep_std_7', 'individual_sleep_max_7', 'individual_sleep_min_7', 'individual_sleep_delta_7', 'individual_sleep_var_7', 'ambient_temperature_avg_7', 'ambient_temperature_std_7', 'ambient_temperature_max_7', 'ambient_temperature_min_7', 'ambient_temperature_delta_7', 'ambient_precipitation_avg_7', 'ambient_precipitation_min_7', 'ambient_precipitation_delta_7', 'ambient_precipitation_var_7', 'ambient_humidity_avg_7', 'ambient_humidity_std_7', 'ambient_humidity_max_7', 'ambient_humidity_min_7', 'ambient_humidity_delta_7', 'ambient_cloudcover_avg_7', 'ambient_cloudcover_std_7', 'ambient_cloudcover_max_7', 'ambient_cloudcover_min_7', 'ambient_cloudcover_delta_7', 'individual_stress_avg_7', 'individual_stress_std_7', 'individual_stress_max_7', 'individual_stress_min_7', 'individual_stress_delta_7', 'individual_stress_var_7', 'individual_prev_stress']","[0.00792303 0.05044255 0.03437659 0.00898945 0.00972949 0.00035571
 0.00897023 0.00464311 0.10869876 0.00895051 0.03152579 0.01960205
 0.01351331 0.01963833 0.01825257 0.02300824 0.01715964 0.00722022
 0.01100092 0.02179029 0.01851528 0.01024462 0.01357152 0.00022104
 0.00791201 0.01953162 0.01174286 0.008657   0.00851157 0.00986734
 0.01155983 0.01703673 0.01460646 0.00535803 0.00941588 0.01188806
 0.00152884 0.         0.00104859 0.0016349  0.01700678 0.01617964
 0.01298967 0.01120139 0.01571301 0.01797325 0.01671074 0.01028636
 0.00573017 0.01254387 0.10221616 0.01622653 0.02708938 0.01126829
 0.00920305 0.01961012 0.06940863]",7,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7668451639684517,0.7610091330817744,0.7613005372405344,0.7668451639684517
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_7', 'organizational_workload_std_7', 'organizational_workload_max_7', 'organizational_workload_min_7', 'organizational_workload_delta_7', 'organizational_control_avg_7', 'organizational_control_std_7', 'organizational_control_max_7', 'organizational_control_min_7', 'organizational_control_delta_7', 'organizational_control_var_7', 'organizational_socialinteraction_avg_7', 'organizational_socialinteraction_std_7', 'organizational_socialinteraction_min_7', 'organizational_socialinteraction_delta_7', 'individual_sleep_avg_7', 'individual_sleep_std_7', 'individual_sleep_max_7', 'individual_sleep_min_7', 'individual_sleep_delta_7', 'individual_sleep_var_7', 'ambient_temperature_avg_7', 'ambient_temperature_std_7', 'ambient_temperature_max_7', 'ambient_temperature_min_7', 'ambient_temperature_delta_7', 'ambient_precipitation_avg_7', 'ambient_precipitation_min_7', 'ambient_precipitation_delta_7', 'ambient_precipitation_var_7', 'ambient_humidity_avg_7', 'ambient_humidity_std_7', 'ambient_humidity_max_7', 'ambient_humidity_min_7', 'ambient_humidity_delta_7', 'ambient_cloudcover_avg_7', 'ambient_cloudcover_std_7', 'ambient_cloudcover_max_7', 'ambient_cloudcover_min_7', 'ambient_cloudcover_delta_7', 'individual_stress_avg_7', 'individual_stress_std_7', 'individual_stress_max_7', 'individual_stress_min_7', 'individual_stress_delta_7', 'individual_stress_var_7', 'individual_prev_stress']","[0.01485506 0.03341512 0.02307673 0.00972496 0.01450785 0.02522379
 0.00852188 0.0096284  0.13539486 0.01457198 0.01524798 0.01239982
 0.01481183 0.00989312 0.01591114 0.01330529 0.01365686 0.00996085
 0.03702229 0.01950361 0.         0.01124176 0.0122018  0.0041253
 0.00943402 0.01502606 0.01026372 0.02795196 0.01456777 0.01425919
 0.         0.01048676 0.01064788 0.01268843 0.01197661 0.01133378
 0.02400868 0.         0.         0.         0.01350896 0.01157083
 0.0153495  0.01120192 0.01045925 0.00936911 0.0160671  0.04879532
 0.0122111  0.01259315 0.06842023 0.01676006 0.0086292  0.03415407
 0.00931229 0.         0.05075087]",7,xGB,"{'n_estimators': 140, 'max_depth': 6, 'learning_rate': 0.05}",0.7641386467413864,0.7603426904746549,0.7595164033165658,0.7641386467413864
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_8', 'organizational_workload_std_8', 'organizational_workload_max_8', 'organizational_workload_min_8', 'organizational_workload_delta_8', 'organizational_control_avg_8', 'organizational_control_std_8', 'organizational_control_max_8', 'organizational_control_min_8', 'organizational_control_delta_8', 'organizational_control_var_8', 'organizational_socialinteraction_avg_8', 'organizational_socialinteraction_std_8', 'organizational_socialinteraction_min_8', 'organizational_socialinteraction_delta_8', 'individual_sleep_avg_8', 'individual_sleep_std_8', 'individual_sleep_max_8', 'individual_sleep_min_8', 'individual_sleep_delta_8', 'individual_sleep_var_8', 'ambient_temperature_avg_8', 'ambient_temperature_std_8', 'ambient_temperature_max_8', 'ambient_temperature_min_8', 'ambient_temperature_delta_8', 'ambient_precipitation_avg_8', 'ambient_precipitation_min_8', 'ambient_precipitation_delta_8', 'ambient_humidity_avg_8', 'ambient_humidity_std_8', 'ambient_humidity_max_8', 'ambient_humidity_min_8', 'ambient_humidity_delta_8', 'ambient_cloudcover_avg_8', 'ambient_cloudcover_std_8', 'ambient_cloudcover_max_8', 'ambient_cloudcover_min_8', 'ambient_cloudcover_delta_8', 'individual_stress_avg_8', 'individual_stress_std_8', 'individual_stress_max_8', 'individual_stress_min_8', 'individual_stress_delta_8', 'individual_stress_var_8', 'individual_prev_stress']","[0.00725158 0.04826055 0.04784919 0.00788709 0.01113623 0.00055666
 0.00696535 0.00453185 0.10829267 0.00880244 0.02932609 0.02217627
 0.01454472 0.01447609 0.02606029 0.02173898 0.01979852 0.00724644
 0.01285378 0.02453159 0.02010319 0.01025571 0.01460982 0.000406
 0.00817754 0.01900393 0.01130041 0.00656892 0.00815967 0.00896619
 0.01214293 0.01651505 0.01512424 0.00593594 0.00903956 0.01365812
 0.00174246 0.         0.0007688  0.01878156 0.01679178 0.01004797
 0.01034493 0.01387592 0.01696629 0.01582974 0.00952487 0.00621085
 0.014302   0.09639275 0.02224584 0.01773197 0.01080654 0.01052069
 0.02041214 0.06244934]",8,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7746927803379418,0.7689719655381925,0.7684598004289599,0.7746927803379418
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_8', 'organizational_workload_std_8', 'organizational_workload_max_8', 'organizational_workload_min_8', 'organizational_workload_delta_8', 'organizational_control_avg_8', 'organizational_control_std_8', 'organizational_control_max_8', 'organizational_control_min_8', 'organizational_control_delta_8', 'organizational_control_var_8', 'organizational_socialinteraction_avg_8', 'organizational_socialinteraction_std_8', 'organizational_socialinteraction_min_8', 'organizational_socialinteraction_delta_8', 'individual_sleep_avg_8', 'individual_sleep_std_8', 'individual_sleep_max_8', 'individual_sleep_min_8', 'individual_sleep_delta_8', 'individual_sleep_var_8', 'ambient_temperature_avg_8', 'ambient_temperature_std_8', 'ambient_temperature_max_8', 'ambient_temperature_min_8', 'ambient_temperature_delta_8', 'ambient_precipitation_avg_8', 'ambient_precipitation_min_8', 'ambient_precipitation_delta_8', 'ambient_humidity_avg_8', 'ambient_humidity_std_8', 'ambient_humidity_max_8', 'ambient_humidity_min_8', 'ambient_humidity_delta_8', 'ambient_cloudcover_avg_8', 'ambient_cloudcover_std_8', 'ambient_cloudcover_max_8', 'ambient_cloudcover_min_8', 'ambient_cloudcover_delta_8', 'individual_stress_avg_8', 'individual_stress_std_8', 'individual_stress_max_8', 'individual_stress_min_8', 'individual_stress_delta_8', 'individual_stress_var_8', 'individual_prev_stress']","[0.00981135 0.03969046 0.03360615 0.01285868 0.01606383 0.00678063
 0.01306148 0.01004405 0.1526535  0.01669804 0.01716995 0.01274541
 0.02690106 0.02158147 0.02343355 0.01125956 0.02105797 0.00852048
 0.04113623 0.02931553 0.         0.00758215 0.01382392 0.
 0.01196511 0.01311593 0.01631864 0.01614849 0.01751917 0.00951888
 0.         0.01521269 0.01221649 0.01320138 0.01375443 0.01210489
 0.         0.         0.         0.01443062 0.01302643 0.01437595
 0.01661085 0.01379982 0.0117316  0.01644448 0.00614149 0.01632965
 0.01222348 0.05685052 0.01535749 0.00751207 0.01670805 0.01226575
 0.         0.05932029]",8,xGB,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.1}",0.7709976105137396,0.7670552187953403,0.767200764998109,0.7709976105137396
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_9', 'organizational_workload_std_9', 'organizational_workload_max_9', 'organizational_workload_min_9', 'organizational_workload_delta_9', 'organizational_control_avg_9', 'organizational_control_std_9', 'organizational_control_max_9', 'organizational_control_min_9', 'organizational_control_delta_9', 'organizational_control_var_9', 'organizational_socialinteraction_avg_9', 'organizational_socialinteraction_std_9', 'organizational_socialinteraction_min_9', 'organizational_socialinteraction_delta_9', 'individual_sleep_avg_9', 'individual_sleep_std_9', 'individual_sleep_max_9', 'individual_sleep_min_9', 'individual_sleep_delta_9', 'individual_sleep_var_9', 'ambient_temperature_avg_9', 'ambient_temperature_std_9', 'ambient_temperature_max_9', 'ambient_temperature_min_9', 'ambient_temperature_delta_9', 'ambient_precipitation_avg_9', 'ambient_precipitation_min_9', 'ambient_precipitation_delta_9', 'ambient_humidity_avg_9', 'ambient_humidity_std_9', 'ambient_humidity_max_9', 'ambient_humidity_min_9', 'ambient_humidity_delta_9', 'ambient_cloudcover_avg_9', 'ambient_cloudcover_std_9', 'ambient_cloudcover_max_9', 'ambient_cloudcover_min_9', 'ambient_cloudcover_delta_9', 'individual_stress_avg_9', 'individual_stress_std_9', 'individual_stress_max_9', 'individual_stress_min_9', 'individual_stress_delta_9', 'individual_stress_var_9', 'individual_prev_stress']","[0.00794204 0.0549143  0.04456594 0.00665531 0.0107685  0.00048434
 0.00637587 0.00431145 0.08994388 0.0103667  0.03289799 0.02125608
 0.01112658 0.01446922 0.02157894 0.02605672 0.02011005 0.00573344
 0.01593308 0.01970889 0.02028894 0.01272173 0.01475909 0.00059911
 0.00712712 0.01836194 0.01435088 0.00665502 0.0080903  0.00839384
 0.01209702 0.0173799  0.01581874 0.0044523  0.01097034 0.01271832
 0.00166763 0.         0.00150451 0.02022433 0.01705154 0.00632855
 0.01101323 0.01527991 0.01740685 0.01439745 0.0089914  0.00557874
 0.01263897 0.10517585 0.02239782 0.02150252 0.00981975 0.01528224
 0.0196369  0.0641179 ]",9,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7587430241828329,0.7507603712040524,0.7511322603851797,0.7587430241828329
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_9', 'organizational_workload_std_9', 'organizational_workload_max_9', 'organizational_workload_min_9', 'organizational_workload_delta_9', 'organizational_control_avg_9', 'organizational_control_std_9', 'organizational_control_max_9', 'organizational_control_min_9', 'organizational_control_delta_9', 'organizational_control_var_9', 'organizational_socialinteraction_avg_9', 'organizational_socialinteraction_std_9', 'organizational_socialinteraction_min_9', 'organizational_socialinteraction_delta_9', 'individual_sleep_avg_9', 'individual_sleep_std_9', 'individual_sleep_max_9', 'individual_sleep_min_9', 'individual_sleep_delta_9', 'individual_sleep_var_9', 'ambient_temperature_avg_9', 'ambient_temperature_std_9', 'ambient_temperature_max_9', 'ambient_temperature_min_9', 'ambient_temperature_delta_9', 'ambient_precipitation_avg_9', 'ambient_precipitation_min_9', 'ambient_precipitation_delta_9', 'ambient_humidity_avg_9', 'ambient_humidity_std_9', 'ambient_humidity_max_9', 'ambient_humidity_min_9', 'ambient_humidity_delta_9', 'ambient_cloudcover_avg_9', 'ambient_cloudcover_std_9', 'ambient_cloudcover_max_9', 'ambient_cloudcover_min_9', 'ambient_cloudcover_delta_9', 'individual_stress_avg_9', 'individual_stress_std_9', 'individual_stress_max_9', 'individual_stress_min_9', 'individual_stress_delta_9', 'individual_stress_var_9', 'individual_prev_stress']","[0.00905348 0.03726038 0.02495223 0.01083888 0.0107023  0.01093092
 0.01128095 0.01032947 0.12643956 0.01603381 0.01472281 0.01248071
 0.01773937 0.01485259 0.01873741 0.01456937 0.0129352  0.0423556
 0.04012728 0.02104325 0.         0.00976293 0.0166759  0.
 0.00729057 0.01162975 0.01270102 0.01841282 0.01542529 0.01020635
 0.         0.01078315 0.01047054 0.01213205 0.01315089 0.01224699
 0.00442101 0.         0.01293544 0.01257159 0.01101743 0.00753545
 0.01431331 0.01044457 0.01037838 0.01125591 0.0312596  0.02900482
 0.00977968 0.07996207 0.01633963 0.01313221 0.0078933  0.02325569
 0.         0.05622609]",9,xGB,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.1}",0.7596731331384533,0.7550829062138712,0.7544609227394158,0.7596731331384533
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_10', 'organizational_workload_std_10', 'organizational_workload_max_10', 'organizational_workload_min_10', 'organizational_workload_delta_10', 'organizational_control_avg_10', 'organizational_control_std_10', 'organizational_control_max_10', 'organizational_control_min_10', 'organizational_control_delta_10', 'organizational_control_var_10', 'organizational_socialinteraction_avg_10', 'organizational_socialinteraction_std_10', 'organizational_socialinteraction_min_10', 'organizational_socialinteraction_delta_10', 'individual_sleep_avg_10', 'individual_sleep_std_10', 'individual_sleep_max_10', 'individual_sleep_min_10', 'individual_sleep_delta_10', 'individual_sleep_var_10', 'ambient_temperature_avg_10', 'ambient_temperature_std_10', 'ambient_temperature_max_10', 'ambient_temperature_min_10', 'ambient_temperature_delta_10', 'ambient_precipitation_avg_10', 'ambient_precipitation_min_10', 'ambient_precipitation_delta_10', 'ambient_humidity_avg_10', 'ambient_humidity_std_10', 'ambient_humidity_max_10', 'ambient_humidity_min_10', 'ambient_humidity_delta_10', 'ambient_cloudcover_avg_10', 'ambient_cloudcover_std_10', 'ambient_cloudcover_max_10', 'ambient_cloudcover_min_10', 'ambient_cloudcover_delta_10', 'individual_stress_avg_10', 'individual_stress_std_10', 'individual_stress_max_10', 'individual_stress_min_10', 'individual_stress_delta_10', 'individual_stress_var_10', 'individual_prev_stress']","[7.89345050e-03 4.81548502e-02 4.49644037e-02 7.28672482e-03
 1.09637074e-02 5.81023420e-04 8.25439168e-03 4.23959840e-03
 9.57669801e-02 8.29584975e-03 2.98397934e-02 2.30567195e-02
 1.02923793e-02 1.26610790e-02 2.46154062e-02 2.72252999e-02
 2.17505464e-02 5.33618167e-03 1.72842993e-02 2.22170548e-02
 2.17287036e-02 1.36260021e-02 1.41050931e-02 7.09300200e-05
 8.08639087e-03 2.10281731e-02 1.46091727e-02 5.71470705e-03
 7.96527483e-03 8.00684085e-03 1.46359780e-02 1.59990724e-02
 1.58250098e-02 3.97614994e-03 9.28580116e-03 1.13817120e-02
 1.80360063e-03 0.00000000e+00 1.44529982e-03 1.48028910e-02
 1.49386312e-02 5.64650459e-03 1.02486854e-02 1.41046623e-02
 1.44498256e-02 1.50157533e-02 8.94452714e-03 4.47949465e-03
 1.18806213e-02 1.12362097e-01 2.53449716e-02 2.37649493e-02
 6.97805675e-03 1.14475155e-02 2.23910764e-02 6.32260857e-02]",10,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7737089201877934,0.7699990293812148,0.7693422277351984,0.7737089201877934
fbk,2nd-order,"['individual', 'organizational', 'ambient']","['individual_sleep', 'organizational_workload', 'organizational_control', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'organizational_socialinteraction', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_10', 'organizational_workload_std_10', 'organizational_workload_max_10', 'organizational_workload_min_10', 'organizational_workload_delta_10', 'organizational_control_avg_10', 'organizational_control_std_10', 'organizational_control_max_10', 'organizational_control_min_10', 'organizational_control_delta_10', 'organizational_control_var_10', 'organizational_socialinteraction_avg_10', 'organizational_socialinteraction_std_10', 'organizational_socialinteraction_min_10', 'organizational_socialinteraction_delta_10', 'individual_sleep_avg_10', 'individual_sleep_std_10', 'individual_sleep_max_10', 'individual_sleep_min_10', 'individual_sleep_delta_10', 'individual_sleep_var_10', 'ambient_temperature_avg_10', 'ambient_temperature_std_10', 'ambient_temperature_max_10', 'ambient_temperature_min_10', 'ambient_temperature_delta_10', 'ambient_precipitation_avg_10', 'ambient_precipitation_min_10', 'ambient_precipitation_delta_10', 'ambient_humidity_avg_10', 'ambient_humidity_std_10', 'ambient_humidity_max_10', 'ambient_humidity_min_10', 'ambient_humidity_delta_10', 'ambient_cloudcover_avg_10', 'ambient_cloudcover_std_10', 'ambient_cloudcover_max_10', 'ambient_cloudcover_min_10', 'ambient_cloudcover_delta_10', 'individual_stress_avg_10', 'individual_stress_std_10', 'individual_stress_max_10', 'individual_stress_min_10', 'individual_stress_delta_10', 'individual_stress_var_10', 'individual_prev_stress']","[0.01200162 0.03704037 0.02374447 0.01231834 0.01150458 0.
 0.01760971 0.00928335 0.17358108 0.01481261 0.01966086 0.01140122
 0.02566247 0.02109761 0.02095842 0.01862074 0.01293086 0.01903165
 0.0453032  0.02436192 0.         0.01129057 0.01411479 0.
 0.0120964  0.01448322 0.02034975 0.00924329 0.01946127 0.01433101
 0.         0.01049605 0.0131978  0.00955084 0.01398556 0.01010383
 0.01021689 0.         0.00422344 0.01200349 0.01412446 0.01669207
 0.01347858 0.0116064  0.01262686 0.01301933 0.02063893 0.00770125
 0.01200142 0.05969743 0.01493647 0.00396795 0.0106925  0.02067574
 0.         0.0380674 ]",10,xGB,"{'n_estimators': 100, 'max_depth': 5, 'learning_rate': 0.1}",0.7737089201877934,0.7717580337563462,0.772775442267851,0.7737089201877934
sl,1st-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'individual_prev_stress']","[0.06151431 0.03926683 0.04371061 0.00883043 0.02444814 0.00542864
 0.01596705 0.24255267 0.02485518 0.53342614]",1,RF,"{'n_estimators': 100, 'max_depth': 4, 'criterion': 'gini'}",0.797355896351137,0.7948741657413833,0.7988452494311271,0.797355896351137
sl,1st-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'individual_prev_stress']","[0.04963368 0.05477437 0.04401752 0.04601363 0.03216566 0.03541515
 0.03023227 0.07893847 0.03506718 0.59374213]",1,xGB,"{'n_estimators': 100, 'max_depth': 4, 'learning_rate': 0.05}",0.7875198307773665,0.7847119501525983,0.7962200953692159,0.7875198307773665
sl,2nd-order,"['individual', 'organizational', 'ambient']","['organizational_workload', 'individual_sleep', 'organizational_socialinteraction', 'ambient_temperature', 'ambient_humidity', 'ambient_precipitation', 'ambient_cloudcover', 'individual_stress_tolerance', 'ambient_weekday', 'organizational_workload_avg_2', 'organizational_workload_std_2', 'organizational_workload_max_2', 'organizational_workload_min_2', 'organizational_workload_delta_2', 'organizational_socialinteraction_avg_2', 'organizational_socialinteraction_std_2', 'organizational_socialinteraction_max_2', 'organizational_socialinteraction_min_2', 'organizational_socialinteraction_delta_2', 'organizational_socialinteraction_var_2', 'individual_sleep_avg_2', 'individual_sleep_std_2', 'individual_sleep_max_2', 'individual_sleep_min_2', 'individual_sleep_delta_2', 'individual_sleep_var_2', 'ambient_temperature_avg_2', 'ambient_temperature_min_2', 'ambient_temperature_delta_2', 'ambient_precipitation_avg_2', 'ambient_precipitation_min_2', 'ambient_precipitation_delta_2', 'ambient_humidity_avg_2', 'ambient_humidity_std_2', 'ambient_humidity_max_2', 'ambient_humidity_min_2', 'ambient_humidity_delta_2', 'ambient_humidity_var_2', 'ambient_cloudcover_avg_2', 'ambient_cloudcover_std_2', 'ambient_cloudcover_max_2', 'ambient_cloudcover_min_2', 'ambient_cloudcover_delta_2', 'individual_prev_stress']","[0.02641912 0.02183644 0.02445588 0.0047877  0.01415128 0.00254757
 0.00817269 0.0846299  0.01849818 0.03613265 0.02150811 0.0295849
 0.03010433 0.02527852 0.03443978 0.02267751 0.03481539 0.03064748
 0.02139625 0.02253044 0.02655279 0.01292834 0.02015586 0.02165209
 0.01951385 0.01319519 0.00613535 0.         0.0064055  0.00403878
 0.         0.00545127 0.01988705 0.01132698 0.01259785 0.01193221
 0.01972354 0.01546862 0.01806034 0.02320342 0.01371523 0.01020639
 0.01859167 0.17464356]",2,RF,"{'n_estimators': 180, 'max_depth': 9, 'criterion': 'gini'}",0.7901298701298701,0.7882830915532965,0.8016564450276389,0.7901298701298701
